id,date,condition,temperature,humidity,visibility,wind_speed
1300,7/7/2021,Fog,-5,39.6,2.9,13.8
1301,8/16/2024,Fog,4.5,37.1,4.7,41
1302,4/11/2023,Clear,35.2,73.7,9.3,6.1
1303,9/12/2023,Rain,15.9,43.8,8.1,29
1304,7/10/2023,Clear,43.1,27.9,2.4,39.1
1305,6/15/2021,Heavy Rain,43.9,85.2,7.2,14
1306,8/18/2020,Clear,18.6,68.7,7.2,38.9
1307,7/29/2024,Rain,39.2,46.9,3.7,6
1308,7/18/2022,Rain,11.4,39.1,7.3,22.7
1309,1/16/2020,Rain,19.7,61.9,2.2,33
1310,10/24/2020,Clear,10.4,48.5,2,31.1
1311,12/2/2022,Heavy Rain,43.9,34.1,3.2,27.9
1312,2/9/2021,Clear,27.3,23.3,8.8,37.9
1313,11/15/2022,Fog,34.7,91,4.7,28.6
1314,12/30/2020,Cloudy,43.4,43.6,6.1,25.7
1315,7/7/2023,Snow,17.4,88.9,5.6,38.1
1316,10/17/2021,Heavy Rain,22.2,69,7.2,27.3
1317,11/26/2022,Heavy Rain,24.4,48.8,9,7.5
1318,6/18/2022,Clear,20.8,90.9,8.2,33.3
1319,10/27/2022,Snow,-0.7,51.8,9.3,37.7
1320,1/9/2023,Clear,22.4,21.1,6.6,29.6
1321,6/10/2022,Rain,6.9,64.3,2.2,31.8
1322,1/24/2023,Rain,25.6,26.9,5.5,8.6
1323,12/23/2023,Rain,21.6,72.3,7.8,4.6
1324,11/1/2022,Clear,30.6,74.1,7.4,33.1
1325,11/17/2021,Clear,5.2,22.7,6.5,45.7
1326,4/8/2022,Snow,11.8,45.6,5.2,4.9
1327,6/14/2021,Snow,35.4,35.1,7.8,41.7
1328,9/20/2021,Heavy Rain,-3.9,50.2,9,12.1
1329,3/23/2024,Snow,1.9,47.5,1.5,21.8
1330,4/7/2024,Rain,42.2,35.5,5,24.6
1331,7/7/2023,Heavy Rain,8.2,92.7,9.5,40.4
1332,11/20/2023,Heavy Rain,12.7,72.9,1.7,31.5
1333,3/2/2024,Heavy Rain,22.5,70.3,9.7,46
1334,8/24/2023,Fog,3,20.9,7,17.2
1335,3/2/2023,Rain,34.3,55.2,8.1,44.2
1336,8/10/2024,Clear,6.6,68.3,6.8,33.7
1337,4/16/2021,Rain,44.5,62.4,8,8.3
1338,7/12/2024,Clear,30.6,42.4,7.9,33.4
1339,6/13/2022,Heavy Rain,-3.4,29.1,8.1,37.5
1340,5/5/2024,Rain,42.8,44.1,7.9,44.2
1341,8/24/2023,Cloudy,41.5,51.9,6.4,31.8
1342,8/3/2021,Clear,35.6,56.2,1.6,38.5
1343,8/25/2024,Cloudy,42.5,22,5,5.5
1344,5/15/2024,Rain,36.1,84.7,6.7,33.8
1345,11/24/2024,Rain,10.9,51.8,4.4,31.6
1346,8/1/2022,Heavy Rain,5.6,75.4,7.7,36.7
1347,12/17/2022,Fog,9.1,80.1,4.2,16.2
1348,4/17/2020,Clear,4.8,32.8,4,38.5
1349,2/16/2024,Rain,43.7,27.9,7.1,28.8
1350,7/27/2021,Clear,3.7,22.4,5.2,8.9
1351,9/4/2024,Cloudy,19.8,28.6,1.3,4.9
1352,6/3/2021,Snow,14.5,59.7,8.4,37.2
1353,1/6/2023,Rain,42.7,28.4,8,8.4
1354,10/12/2020,Cloudy,12.6,81.6,3.7,37.7
1355,1/14/2022,Rain,25.5,68,8.4,24.5
1356,10/8/2022,Rain,5.3,67.3,2.1,8.8
1357,1/23/2021,Clear,22.6,90.4,8.1,37.7
1358,10/31/2023,Clear,-1,22.2,5.4,26
1359,8/15/2023,Rain,33.5,28.7,3.3,13.8
1360,12/26/2020,Clear,43.3,30.6,8.5,3.5
1361,11/14/2023,Rain,4.4,33.1,3.4,44.4
1362,5/27/2024,Fog,44.6,92.8,5.2,9
1363,2/6/2023,Rain,42.7,78.9,3.8,34.6
1364,11/3/2024,Snow,11.6,56.6,6.7,29
1365,9/29/2020,Clear,-1.2,39.5,8.5,42.6
1366,8/21/2020,Cloudy,-1.8,68.9,3.2,45.6
1367,4/1/2024,Rain,37.7,48.3,5.6,1.4
1368,12/8/2023,Heavy Rain,4.5,43.5,2.8,28.2
1369,8/27/2024,Rain,29.2,68.7,8.7,36
1370,4/24/2022,Heavy Rain,25,27.4,8.5,32.8
1371,9/5/2020,Rain,4.3,90.4,3.7,16.2
1372,4/11/2024,Cloudy,8.1,94.3,5.5,25.8
1373,6/21/2021,Heavy Rain,3.9,67.2,4.3,14.3
1374,2/4/2021,Snow,4.6,63.4,5.8,41.8
1375,8/19/2020,Fog,31.2,33.4,0.6,42.2
1376,6/22/2023,Clear,1.8,54.2,5.2,26.8
1377,9/1/2020,Clear,11.5,54.5,9.7,34.7
1378,3/8/2021,Heavy Rain,44.6,22.4,4.2,6.3
1379,4/23/2022,Snow,18.5,45.7,8.4,47.6
1380,8/26/2021,Rain,10.7,47.2,3.7,7
1381,5/18/2022,Cloudy,-0.9,38.2,3.1,15.7
1382,9/11/2022,Snow,8.6,42.1,2.9,30.9
1383,9/11/2022,Clear,-1.6,69.5,8,24.1
1384,5/7/2020,Heavy Rain,17.6,63.1,9.1,41.9
1385,3/18/2020,Fog,44.3,69.7,5.4,18.2
1386,7/27/2022,Rain,22.4,47.3,4.6,37.1
1387,9/25/2023,Heavy Rain,22.4,74.6,9.9,33.4
1388,10/27/2021,Snow,7.1,88.3,0.8,43.9
1389,3/22/2021,Rain,39.1,89.8,8.9,35.6
1390,5/8/2023,Cloudy,4.8,51.2,8.1,0
1391,1/1/2024,Rain,42.9,91.4,7.3,4.3
1392,9/15/2024,Cloudy,40.1,64.4,3.3,13.7
1393,7/19/2024,Fog,1.6,86,7.6,3.9
1394,4/13/2021,Rain,20.1,50.8,1.5,33.5
1395,2/6/2022,Rain,22.5,34.1,6.8,10
1396,7/1/2024,Heavy Rain,29.6,44.4,5.4,24.2
1397,4/30/2022,Cloudy,38.4,73.6,8.6,15.4
1398,3/20/2021,Cloudy,43.2,31.8,9.6,40.3
1399,12/15/2023,Clear,6.2,71.8,3.2,19.8
1400,9/5/2022,Heavy Rain,40.4,29.3,6.5,36.9
1401,4/5/2021,Snow,1.3,81,4,4.1
1402,6/11/2020,Fog,-1.1,56.3,8.3,37.4
1403,11/10/2023,Cloudy,44.3,54.9,3.4,19
1404,4/3/2023,Cloudy,25.1,85.3,3.4,18.9
1405,12/26/2020,Clear,-1.6,87,1.4,45.2
1406,6/1/2020,Fog,4.3,24.3,7.6,3.5
1407,4/13/2021,Snow,33.2,68.6,1.9,44.4
1408,4/22/2024,Cloudy,-2,69.2,2.7,15.2
1409,6/13/2024,Rain,41.9,89.9,8,22.7
1410,6/11/2023,Clear,4.1,50.3,5.2,31.6
1411,8/24/2024,Cloudy,35.1,52.7,6,30.4
1412,1/21/2024,Cloudy,22.6,75.7,0.7,44.3
1413,2/6/2024,Fog,11.6,60.3,5.5,6.6
1414,7/9/2020,Heavy Rain,18.7,43.2,2,49.4
1415,5/14/2021,Clear,15.1,40.1,0.8,17.6
1416,11/23/2023,Heavy Rain,-2,61.3,5.4,48.3
1417,11/21/2020,Clear,26.5,46.2,10,16
1418,5/23/2021,Heavy Rain,-1.5,71.3,0.6,15.3
1419,5/3/2022,Snow,23.5,80.8,6.2,41.8
1420,7/21/2023,Fog,25.9,71.9,7.1,19.8
1421,6/16/2021,Fog,11.1,78.5,7.9,41.9
1422,11/1/2023,Clear,22.3,86.3,8.9,17
1423,8/8/2024,Fog,21.1,37.7,5.7,3.2
1424,3/31/2021,Rain,24.7,95,0.8,33
1425,12/26/2022,Snow,0.4,90.2,1,30.7
1426,10/23/2022,Fog,35.9,84.8,2.2,49.9
1427,11/26/2023,Cloudy,15.7,65.3,7.2,27.1
1428,8/24/2024,Heavy Rain,-4.5,39.7,8.3,45.8
1429,6/30/2021,Rain,8.7,75.6,8.7,6.3
1430,7/2/2021,Rain,41.6,74.1,8,25.6
1431,12/6/2024,Fog,22.2,37.4,7,44.1
1432,2/9/2021,Clear,22.5,64.4,9.8,30.9
1433,5/7/2021,Fog,18.3,88.5,5.1,16
1434,7/9/2022,Cloudy,4.8,52.8,5.7,18.2
1435,1/2/2024,Cloudy,-1.6,64.1,0.9,2.9
1436,4/25/2021,Snow,10.3,73.3,5.7,42.5
1437,8/18/2022,Cloudy,3.1,33.5,6.6,24.5
1438,11/14/2020,Rain,23.4,89.3,5.3,46.7
1439,11/16/2022,Heavy Rain,35.7,61.3,9,16.2
1440,1/12/2022,Rain,30.7,84.7,4.7,14.1
1441,11/11/2020,Clear,42.2,65.7,9.6,35.6
1442,5/11/2023,Cloudy,26.6,69.4,3.8,26.9
1443,10/20/2022,Clear,19.1,69.7,4.9,26
1444,7/7/2020,Fog,21.5,60.7,7,8.2
1445,7/30/2022,Heavy Rain,30,47.1,1.9,16.8
1446,4/24/2023,Clear,16.1,93.6,2.3,30.6
1447,4/12/2022,Cloudy,41.7,66,6.8,11.5
1448,5/29/2023,Rain,26.6,27.1,1.4,47
1449,10/20/2024,Rain,35.3,26.9,0.7,28
1450,3/6/2020,Clear,6.7,89.5,5.4,32.4
1451,1/11/2022,Snow,2.1,51.2,3.7,6.9
1452,7/11/2021,Rain,9.7,22.4,8.6,49.2
1453,2/26/2023,Clear,3.9,26.7,8.4,22.3
1454,5/2/2020,Cloudy,9.1,42.5,1.7,32.8
1455,10/13/2020,Cloudy,16.8,39.4,5.9,5.6
1456,1/4/2021,Rain,23,77.5,8.3,16.3
1457,3/31/2023,Heavy Rain,29.9,72.6,8.4,40
1458,9/5/2023,Snow,20.5,53.8,7.8,12.7
1459,11/2/2021,Heavy Rain,12.4,34.9,5.9,27.6
1460,9/3/2022,Rain,40.9,78.8,4.1,30.4
1461,6/3/2024,Cloudy,40.3,89.4,7.5,3.7
1462,3/29/2022,Heavy Rain,40.1,72.7,8.8,13.2
1463,5/20/2024,Snow,0.9,58.7,7.6,24.9
1464,12/8/2020,Heavy Rain,17.1,39.4,8.5,31.2
1465,3/3/2024,Heavy Rain,-0.4,74,5.1,4
1466,6/27/2024,Clear,3.9,89.3,4.6,40.5
1467,8/15/2023,Rain,40.2,21.1,8.2,5.6
1468,5/15/2024,Snow,33.9,56.6,7.4,14.7
1469,10/30/2020,Rain,40.4,64.2,2.4,33.1
1470,1/31/2024,Cloudy,10.7,90.8,5.1,20.5
1471,9/30/2022,Cloudy,14,89.9,3.4,3.1
1472,5/21/2023,Heavy Rain,15,49.4,3.2,48
1473,5/3/2020,Cloudy,-3.2,34.7,9.8,49.1
1474,9/19/2021,Fog,31,32.2,0.7,33.6
1475,4/20/2023,Snow,-3.1,93.3,1.4,23.7
1476,7/22/2024,Fog,5.5,72.4,6.4,16.3
1477,12/5/2022,Fog,20.6,29.5,0.6,26
1478,2/10/2023,Heavy Rain,23.9,35.6,8.5,26
1479,7/2/2020,Snow,5.1,89.1,1.8,38.3
1480,3/31/2022,Rain,29.5,53,9,9.3
1481,10/16/2023,Cloudy,36,53.6,1.7,44.5
1482,2/18/2021,Heavy Rain,44.9,72.5,7,41.1
1483,1/23/2024,Heavy Rain,19.9,53.8,1.4,48.5
1484,5/9/2023,Heavy Rain,41.7,69.6,9.6,6.6
1485,1/19/2020,Heavy Rain,25.1,62.9,5.3,36.4
1486,11/10/2024,Snow,13.2,55.4,3.2,5.2
1487,1/27/2022,Fog,44.2,79.1,2.1,9.6
1488,9/2/2021,Cloudy,-4.5,60.6,9.6,33.1
1489,7/12/2020,Heavy Rain,10.7,36.6,4.4,11.9
1490,3/26/2024,Cloudy,10.8,42.4,2.9,41.7
1491,4/21/2024,Clear,2.4,46.8,9.3,35.7
1492,12/29/2022,Fog,22.4,88.4,7,40.4
1493,2/9/2021,Rain,0.7,40.1,4,37.9
1494,3/23/2021,Heavy Rain,29.7,72.9,1.1,48.6
1495,11/9/2024,Cloudy,18.9,59.6,2.4,18.2
1496,9/5/2023,Fog,-4.7,38.5,1.4,1.4
1497,11/6/2022,Fog,32.4,67.7,2.9,18.3
1498,6/3/2021,Heavy Rain,4.5,75.5,5.6,3.1
1499,5/16/2022,Fog,30.1,26.6,5.6,6.6
1500,12/16/2022,Fog,-2.1,49.1,5.2,35.2
1501,3/12/2023,Clear,9.6,88.7,4.8,44.6
1502,12/28/2020,Fog,6,50.1,8.3,45.6
1503,1/4/2020,Snow,16.3,75.7,2.4,49.4
1504,12/23/2020,Fog,22.6,37.9,4.2,37.4
1505,2/22/2022,Heavy Rain,41.6,31.2,3.2,19.3
1506,4/15/2024,Rain,31.9,67.3,8.4,36.3
1507,5/18/2022,Clear,0.4,41.5,6.4,18.1
1508,12/11/2022,Cloudy,15.2,62.7,9.6,47.1
1509,7/12/2022,Snow,15.5,41.3,2.7,35.2
1510,10/3/2021,Fog,19.4,48.1,0.7,1.2
1511,7/17/2022,Heavy Rain,6.2,55.2,2.1,14.2
1512,9/21/2021,Snow,-1.4,60.4,1.5,2.7
1513,10/28/2020,Fog,-4.1,78.7,8,9.4
1514,3/15/2021,Snow,44.2,67.5,3.6,47.8
1515,1/8/2021,Clear,16.6,74.2,7,41.7
1516,10/4/2023,Heavy Rain,34.1,88.8,5.5,12.7
1517,5/7/2023,Cloudy,33.7,48.3,1.3,28.4
1518,5/16/2021,Heavy Rain,14.9,93.3,5.7,39.8
1519,12/2/2022,Snow,36.2,91.6,7,24.1
1520,3/28/2024,Rain,20.3,83.3,5.9,18.8
1521,10/1/2022,Cloudy,41.4,22.6,8.2,13.7
1522,7/13/2020,Rain,39.8,50.6,9.7,8.2
1523,5/15/2023,Snow,14.1,60.1,4.6,15.1
1524,1/20/2020,Clear,19.3,61.1,1,29.7
1525,3/25/2020,Clear,30.5,21.8,2.3,28
1526,11/13/2023,Heavy Rain,40,89.1,2,3.1
1527,5/22/2022,Snow,43.2,52.9,9.2,15.4
1528,11/20/2024,Snow,19,83.5,9.6,38.2
1529,9/28/2020,Heavy Rain,15.5,64.8,1.3,12.4
1530,10/17/2020,Clear,9,57.1,3.7,8.3
1531,12/9/2021,Rain,29.7,42.7,2.7,26.9
1532,2/3/2021,Rain,38,30.7,2.1,3.5
1533,9/13/2022,Clear,28.5,92,1,47.4
1534,8/1/2022,Snow,22.6,40,8.3,32.2
1535,4/26/2023,Fog,-1.8,78.2,3,27.8
1536,12/5/2022,Cloudy,23.4,23.9,7.5,11.8
1537,5/11/2022,Heavy Rain,33.5,48.9,4.9,3
1538,4/28/2022,Heavy Rain,41.4,49,1.5,5
1539,7/1/2021,Cloudy,39.6,83.2,1.8,4.3
1540,4/13/2024,Cloudy,28.7,27.7,9,17.9
1541,4/17/2022,Cloudy,12.4,35.1,4.2,22
1542,7/15/2022,Rain,26,74.8,9.1,12.8
1543,3/4/2024,Fog,12.8,51.7,6.9,44.1
1544,10/10/2024,Fog,2.9,70.3,5.1,46
1545,12/7/2024,Heavy Rain,33.1,68.8,1.2,26.7
1546,8/14/2022,Cloudy,-3,24.8,5.8,27.3
1547,1/2/2022,Cloudy,9.7,66.9,5.4,1.8
1548,1/26/2022,Cloudy,16.9,51.8,1.2,20.8
1549,12/4/2024,Clear,10.8,56.9,3.5,8.1
1550,1/4/2021,Fog,41.8,94.5,4.2,45.3
1551,10/3/2023,Heavy Rain,1.2,53.4,2.8,12.6
1552,4/10/2021,Clear,26,78.1,0.8,8.7
1553,3/31/2022,Heavy Rain,-1.2,36.2,6.2,6.5
1554,11/28/2022,Heavy Rain,28.7,79.5,6.9,38.2
1555,3/15/2021,Heavy Rain,22.2,56.7,2,31.3
1556,3/29/2024,Snow,34.3,79.2,3.3,12.1
1557,6/10/2021,Clear,38.8,22.7,7.9,28.8
1558,7/22/2020,Rain,34.5,23.6,8.9,47.6
1559,8/7/2023,Heavy Rain,-1,93.7,9.6,48.8
1560,10/28/2023,Snow,37.5,90.5,9.6,31.4
1561,12/25/2024,Clear,40,39.1,9.4,33.2
1562,4/27/2022,Fog,7.6,60.1,1.6,2.7
1563,1/3/2020,Rain,-1.8,68.8,1.6,11
1564,2/19/2021,Fog,42.8,53.8,1.1,47.1
1565,5/29/2022,Snow,33.2,49.8,2.1,24.6
1566,3/6/2023,Rain,39.5,39.8,5,18.2
1567,5/5/2021,Fog,28.2,86.8,9,27
1568,7/5/2022,Snow,29.7,63.6,4.6,8
1569,4/25/2021,Heavy Rain,37,52,3.4,28.6
1570,7/24/2022,Snow,38.9,67.2,9.5,14
1571,7/2/2020,Snow,17.2,46.3,9.2,37.5
1572,11/22/2024,Snow,24.9,79.8,4.5,24.1
1573,1/11/2022,Rain,15.6,92,8.6,37.6
1574,10/17/2020,Cloudy,6.4,45.2,7.5,3
1575,7/7/2024,Snow,24.6,31.2,5.1,18.5
1576,9/4/2022,Snow,34.2,89,5,33.2
1577,3/15/2020,Rain,33.9,39.7,9.1,13
1578,1/8/2022,Fog,37.1,87.9,6.7,37.1
1579,7/23/2023,Rain,5.3,40.6,4.7,30.3
1580,4/4/2021,Clear,21.7,92.7,6.8,22
1581,8/1/2021,Rain,-0.6,24.2,4.6,39.6
1582,2/7/2021,Cloudy,19.3,89.9,8.9,34
1583,3/17/2023,Cloudy,21,93.4,7.6,28.7
1584,1/14/2024,Rain,34,48.6,7.3,26.7
1585,10/21/2021,Rain,27.3,79.5,0.8,17.6
1586,3/28/2021,Clear,13.9,81.7,4.7,46
1587,7/5/2021,Clear,8.2,62.2,2.1,8.2
1588,4/7/2020,Snow,34.8,86.1,8.5,21.7
1589,5/10/2022,Clear,33.9,81.5,8.1,12.6
1590,2/9/2022,Fog,14.2,54.9,5.8,37.7
1591,5/20/2022,Cloudy,5.1,20.8,2.4,5.2
1592,10/12/2024,Cloudy,13.4,71.6,5.3,23.1
1593,3/4/2022,Cloudy,17,46.4,2.8,5.5
1594,10/11/2023,Snow,26.8,30.8,5.1,18.1
1595,11/18/2021,Rain,23.9,94.5,5.5,30.8
1596,3/21/2021,Heavy Rain,22.5,79.7,7.1,43.6
1597,9/12/2020,Snow,0.7,35.4,3.9,13.6
1598,8/10/2021,Clear,11.2,86.2,6.9,20.1
1599,9/13/2023,Rain,11.2,94,3.9,27.7
1600,6/1/2024,Heavy Rain,38.1,25.4,7.7,42.2
1601,10/31/2022,Cloudy,24.9,55.8,6.9,37.8
1602,12/28/2022,Cloudy,33.3,52.4,4,38.6
1603,1/4/2020,Snow,5,93.7,3.9,47
1604,6/10/2023,Heavy Rain,11.4,44.2,1.1,1.3
1605,8/12/2024,Heavy Rain,16.6,26.4,0.9,37.5
1606,3/19/2023,Heavy Rain,31.2,50.3,2.4,3.9
1607,4/9/2022,Cloudy,34.9,46,2.6,22.6
1608,6/24/2024,Fog,-2.5,22.5,2.5,2.1
1609,3/28/2022,Clear,29.5,45.1,7.7,23.7
1610,1/15/2020,Clear,25.1,81.9,6.8,43.6
1611,7/30/2024,Heavy Rain,25.9,37.9,5.6,7.6
1612,8/29/2021,Cloudy,-0.8,69.1,3.6,6
1613,7/10/2020,Fog,39.3,31.9,5.4,18
1614,2/17/2023,Heavy Rain,44,66.3,4.7,4.7
1615,6/28/2023,Cloudy,26.7,65.6,8.1,6.3
1616,3/24/2021,Heavy Rain,16.2,49.7,9.1,31.7
1617,8/15/2023,Clear,43.5,74.4,7.1,11.7
1618,9/19/2021,Snow,26.2,78.5,1.9,24.5
1619,10/16/2023,Clear,2.2,70.6,9.9,0.4
1620,11/19/2020,Fog,-4.2,82.3,5.2,19.1
1621,6/5/2023,Heavy Rain,1.1,81.6,3.3,10.3
1622,8/28/2022,Rain,-3.8,23.8,6.1,20
1623,6/21/2023,Heavy Rain,42.6,80,8.7,11.3
1624,4/6/2020,Fog,0,68.4,3.2,42.7
1625,4/18/2020,Cloudy,6.6,28.5,4.9,19.7
1626,2/18/2021,Clear,-2.5,65.9,4.4,46.9
1627,6/1/2020,Heavy Rain,31,77.3,3.5,34.7
1628,3/9/2021,Clear,21,51.4,9.9,23.3
1629,3/12/2022,Rain,-1.1,91.2,6,17.2
1630,11/14/2020,Snow,29.5,74.5,1.7,5.2
1631,1/19/2020,Rain,42.1,25.6,4.2,16.7
1632,4/4/2021,Heavy Rain,9.8,29,6.6,21.8
1633,11/28/2020,Snow,33.8,51.4,2.7,31.3
1634,4/21/2024,Snow,15.8,35.4,3.6,28.2
1635,8/7/2024,Rain,36.9,52.5,9,42.6
1636,12/22/2023,Snow,5.4,79.5,7.2,33.2
1637,12/9/2020,Cloudy,30.2,39.6,5.5,1.9
1638,5/21/2022,Cloudy,15.6,77.5,9.7,46.4
1639,4/24/2024,Heavy Rain,32.6,94.4,8.8,17.7
1640,2/7/2024,Snow,41,63,6.5,31.3
1641,6/30/2021,Fog,23.8,75.4,1.2,50
1642,8/31/2021,Rain,42,76.4,2.8,24
1643,2/6/2023,Fog,21.6,90,8.2,21
1644,1/14/2020,Clear,27.9,43.7,2.9,26.9
1645,10/17/2020,Cloudy,41.5,77.3,6.2,1.9
1646,2/7/2023,Cloudy,27.6,91.9,1.4,30.7
1647,11/15/2020,Heavy Rain,12.3,89.5,1.9,40.1
1648,11/30/2022,Rain,-2.6,77.8,6.8,20.1
1649,3/3/2022,Clear,41.7,92.3,5.5,25.9
1650,7/13/2023,Rain,15.5,47.1,5.6,1.9
1651,7/2/2020,Fog,35.9,59.2,2.9,31
1652,3/17/2024,Heavy Rain,33.9,60,5.7,43.8
1653,8/29/2023,Heavy Rain,16.5,63.4,5,41
1654,9/2/2021,Fog,16.1,40.2,7,35.5
1655,10/8/2022,Cloudy,4.1,23.5,4.9,25.6
1656,4/9/2024,Rain,22.3,31.8,4.9,11.2
1657,12/26/2022,Clear,23.9,65.9,7.8,50
1658,3/1/2024,Heavy Rain,33.3,90.7,3.7,24
1659,9/25/2021,Cloudy,30.6,49.3,2.5,14.4
1660,5/18/2024,Snow,12,25.4,7.3,26.8
1661,1/1/2024,Rain,19.3,84.2,6.2,42.1
1662,5/28/2022,Clear,-2,48.1,9.2,7
1663,5/25/2020,Heavy Rain,20.6,68.7,6.3,40.3
1664,12/17/2021,Fog,-4.1,55.3,5.6,11.4
1665,3/17/2023,Fog,27.8,69.5,9.9,37.7
1666,5/26/2023,Clear,21.6,41.7,7.4,38.6
1667,12/18/2022,Snow,5.7,92.8,8.5,8.5
1668,4/23/2024,Fog,2.7,59.7,5,45.5
1669,3/13/2020,Fog,44,53.6,0.5,33.5
1670,11/28/2023,Cloudy,32.5,56.6,5.8,2.4
1671,3/1/2024,Heavy Rain,0.3,23,4.7,48.2
1672,7/6/2021,Clear,-4,35.1,4.4,29.3
1673,3/9/2022,Rain,-1.2,74.7,7.4,28.7
1674,2/7/2021,Heavy Rain,39.9,50.2,1.3,48.6
1675,7/16/2023,Fog,5.6,65.4,9.6,47.1
1676,7/29/2023,Heavy Rain,2.6,71.8,3.4,0.5
1677,8/23/2021,Fog,5.3,60.9,9.9,8.1
1678,9/4/2021,Cloudy,31.2,65.6,6.3,32
1679,6/20/2021,Clear,25.2,35.2,9.4,5.4
1680,1/18/2023,Rain,40.5,47.8,2.7,6.9
1681,4/16/2024,Clear,42.6,46.1,2,48.9
1682,11/6/2021,Fog,35.4,88.5,6.5,45.9
1683,1/13/2023,Snow,25.3,23.2,4.7,38.9
1684,2/28/2022,Cloudy,44.9,24.4,6.4,33.9
1685,8/10/2020,Fog,5.8,83.2,4.1,31.6
1686,9/16/2024,Clear,44.4,21.9,2,9.1
1687,11/25/2024,Clear,0.5,86.1,0.6,49.4
1688,4/24/2024,Fog,29,85.2,4.5,4.5
1689,7/20/2020,Fog,-1.1,36.3,3.7,41.1
1690,4/25/2024,Fog,19.2,59.3,9.4,14.1
1691,7/24/2024,Snow,44.2,41.5,2.8,17.2
1692,7/24/2022,Heavy Rain,27.2,44,4.2,38.4
1693,3/2/2022,Rain,10.2,83.1,5.2,28.1
1694,7/4/2022,Rain,5,77.7,1.3,22
1695,12/8/2021,Cloudy,38.9,47.7,1.1,32.5
1696,8/23/2021,Fog,5,82.3,8.4,13.5
1697,10/26/2024,Snow,19.9,27.4,1.2,49.1
1698,10/19/2024,Rain,41.6,50.9,1.9,20.5
1699,3/8/2023,Snow,1.4,88.8,2.1,34
1700,8/11/2022,Snow,25.2,75.6,2.7,22.1
1701,1/29/2022,Clear,8.1,45,7.4,39
1702,8/1/2023,Cloudy,10.2,80.4,1.7,42.6
1703,10/11/2022,Fog,39.7,22.3,6.9,32.3
1704,2/7/2024,Snow,-0.1,94.4,6.2,38
1705,10/13/2024,Rain,-1.4,61.2,5.1,38.2
1706,5/29/2020,Heavy Rain,31.3,44,1.3,13.3
1707,6/4/2024,Cloudy,21.6,85.4,5.7,15.2
1708,6/4/2021,Rain,25.6,76.8,4.1,43.1
1709,3/2/2024,Snow,42.4,58.6,8.5,39.4
1710,2/13/2024,Cloudy,39.6,61.5,7.8,49.7
1711,12/25/2023,Fog,39.1,32.5,5.3,48.8
1712,9/2/2021,Snow,35.7,84.8,7,11.7
1713,6/29/2024,Heavy Rain,30,69.1,7.5,5.4
1714,5/25/2023,Clear,9.1,53.4,5.4,34.9
1715,4/9/2021,Clear,21.1,75.9,6.5,8.8
1716,1/1/2021,Rain,25.8,33.5,1.3,17.8
1717,5/9/2021,Fog,28.5,26.2,3.1,33.3
1718,8/4/2022,Clear,5.2,72.6,3,6.4
1719,2/28/2024,Fog,0.9,64.2,3.7,26.1
1720,8/19/2020,Snow,30.7,40.3,5.1,39.9
1721,2/17/2021,Heavy Rain,18.8,62.1,4.1,5.1
1722,3/23/2023,Rain,41.9,68.4,9.3,38.8
1723,10/11/2020,Fog,2.2,54.5,3.3,22.7
1724,7/28/2021,Cloudy,11.4,26.8,4.8,43.2
1725,10/19/2024,Snow,17.1,54.3,9.2,3.3
1726,6/30/2024,Cloudy,33,68.2,2.2,33.8
1727,1/5/2020,Cloudy,-4.8,80.8,8.1,28.5
1728,2/11/2023,Clear,25.7,21.3,8.8,25.3
1729,3/31/2023,Cloudy,5.4,48.1,7.7,44.1
1730,12/15/2020,Fog,20.1,88,9.1,46.2
1731,1/31/2020,Snow,1.9,25,8.9,47.1
1732,6/21/2024,Fog,35.1,83.6,7.9,46
1733,7/29/2020,Snow,16.2,28.3,4.1,31
1734,9/17/2023,Fog,11.9,43.4,2.5,36.3
1735,9/3/2022,Fog,-0.6,63.8,8.4,34.5
1736,11/8/2023,Fog,8,77.1,1.9,25.5
1737,8/23/2022,Fog,5.5,39.3,4.3,7.7
1738,5/20/2022,Clear,-1.4,87.5,6.8,6
1739,2/6/2024,Rain,25.7,23.3,5.8,43.6
1740,4/25/2023,Rain,-1.6,52.1,2,39.2
1741,9/21/2020,Snow,36.1,88.9,9.2,13.9
1742,2/19/2022,Fog,15.3,55.6,9.6,46.9
1743,10/31/2023,Cloudy,22.7,20.9,4.6,0.4
1744,2/19/2022,Rain,1.2,71.4,3.6,9.3
1745,5/13/2023,Rain,5.3,78.3,2.6,38.2
1746,5/14/2020,Rain,10.3,51.4,5.1,18.8
1747,10/18/2022,Cloudy,31.6,34.5,4.7,43.2
1748,2/7/2023,Heavy Rain,-4,20.2,8.9,15.2
1749,8/15/2023,Rain,20.7,40.9,4,18.4
1750,6/1/2023,Cloudy,24.7,79.3,9,10.5
1751,9/26/2020,Rain,28.4,32.6,5.9,13.7
1752,10/9/2023,Rain,24.2,21.8,2,10.7
1753,8/8/2020,Fog,8.9,83.1,6.9,17.2
1754,10/20/2021,Heavy Rain,24.6,77.7,7.5,22.4
1755,11/23/2022,Rain,33,24.6,3.2,35
1756,5/7/2022,Fog,-2.2,84.5,8.3,32.8
1757,5/18/2021,Heavy Rain,3.7,59.8,2.7,20.6
1758,1/3/2023,Clear,22.4,49.4,7.1,17.9
1759,8/4/2023,Cloudy,-0.1,53.3,4.4,14.4
