id,latitude,longitude,datetime,date,time,day_of_week,hour,weather,road_type,severity,casualties,injuries,fatalities,vehicles_involved,description
2466,32.575525,74.07252,2023-09-13T04:27:00,2023-09-13,04:27:00,Wednesday,4,Clear,Intersection,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,4,Moderate collision on intersection in clear weather
2467,32.51204,74.160686,2025-07-27T18:22:00,2025-07-27,18:22:00,Sunday,18,Cloudy,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during cloudy conditions
2468,32.531659,74.002982,2022-11-04T17:10:00,2022-11-04,17:10:00,Friday,17,Clear,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor arterial accident during clear conditions
2469,32.517961,74.061496,2021-01-28T08:08:00,2021-01-28,08:08:00,Thursday,8,Rain,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during rain conditions
2470,32.580707,74.106396,2024-10-27T18:57:00,2024-10-27,18:57:00,Sunday,18,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during clear conditions
2471,32.543124,74.032995,2024-07-20T09:02:00,2024-07-20,09:02:00,Saturday,9,Fog,Residential,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,2,Moderate collision on residential in fog weather
2472,32.654098,74.02637,2020-11-23T07:51:00,2020-11-23,07:51:00,Monday,7,Rain,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,1,Moderate collision on arterial in rain weather
2473,32.692767,74.106953,2025-02-28T15:21:00,2025-02-28,15:21:00,Friday,15,Clear,Residential,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,4,Moderate collision on residential in clear weather
2474,32.688141,74.136988,2023-12-14T04:15:00,2023-12-14,04:15:00,Thursday,4,Fog,Residential,Severe,"{'injured': 7, 'dead': 2, 'total': 9}",7,2,3,Severe accident on residential with fog conditions
2475,32.625993,74.076446,2022-04-11T19:07:00,2022-04-11,19:07:00,Monday,19,Cloudy,Intersection,Moderate,"{'injured': 3, 'dead': 1, 'total': 4}",3,1,3,Moderate collision on intersection in cloudy weather
2476,32.567171,74.076722,2022-01-14T12:14:00,2022-01-14,12:14:00,Friday,12,Clear,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor residential accident during clear conditions
2477,32.554457,74.056558,2023-11-30T04:31:00,2023-11-30,04:31:00,Thursday,4,Rain,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,3,Moderate collision on arterial in rain weather
2478,32.500238,74.084173,2025-05-19T22:00:00,2025-05-19,22:00:00,Monday,22,Rain,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor arterial accident during rain conditions
2479,32.633076,74.087052,2024-06-08T18:19:00,2024-06-08,18:19:00,Saturday,18,Clear,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor residential accident during clear conditions
2480,32.561902,74.188199,2025-01-08T21:37:00,2025-01-08,21:37:00,Wednesday,21,Clear,Intersection,Severe,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,4,Severe accident on intersection with clear conditions
2481,32.540661,74.148134,2023-11-24T05:27:00,2023-11-24,05:27:00,Friday,5,Fog,Highway,Severe,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,2,Severe accident on highway with fog conditions
2482,32.689501,74.101301,2025-04-10T09:12:00,2025-04-10,09:12:00,Thursday,9,Clear,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor residential accident during clear conditions
2483,32.542747,74.153919,2025-03-17T13:28:00,2025-03-17,13:28:00,Monday,13,Cloudy,Residential,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor residential accident during cloudy conditions
2484,32.643803,74.035849,2022-04-23T19:03:00,2022-04-23,19:03:00,Saturday,19,Fog,Residential,Fatal,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,2,Fatal accident on residential during fog weather
2485,32.634884,74.085313,2025-12-06T13:10:00,2025-12-06,13:10:00,Saturday,13,Clear,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,3,Moderate collision on arterial in clear weather
2486,32.669988,74.168099,2023-04-02T16:58:00,2023-04-02,16:58:00,Sunday,16,Clear,Residential,Fatal,"{'injured': 2, 'dead': 4, 'total': 6}",2,4,3,Fatal accident on residential during clear weather
2487,32.549603,74.194475,2023-02-27T18:26:00,2023-02-27,18:26:00,Monday,18,Cloudy,Highway,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on highway in cloudy weather
2488,32.658341,74.061071,2022-06-25T01:19:00,2022-06-25,01:19:00,Saturday,1,Fog,Residential,Fatal,"{'injured': 0, 'dead': 4, 'total': 4}",0,4,2,Fatal accident on residential during fog weather
2489,32.671545,74.055158,2022-09-20T18:53:00,2022-09-20,18:53:00,Tuesday,18,Clear,Intersection,Fatal,"{'injured': 3, 'dead': 3, 'total': 6}",3,3,2,Fatal accident on intersection during clear weather
2490,32.503435,74.151814,2023-01-09T20:56:00,2023-01-09,20:56:00,Monday,20,Rain,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor intersection accident during rain conditions
2491,32.55001,74.142566,2021-08-21T08:14:00,2021-08-21,08:14:00,Saturday,8,Rain,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor intersection accident during rain conditions
2492,32.606636,74.154107,2022-06-14T05:36:00,2022-06-14,05:36:00,Tuesday,5,Clear,Intersection,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,3,Moderate collision on intersection in clear weather
2493,32.583954,74.080205,2021-02-12T17:15:00,2021-02-12,17:15:00,Friday,17,Clear,Intersection,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor intersection accident during clear conditions
2494,32.685234,74.099579,2020-09-07T23:44:00,2020-09-07,23:44:00,Monday,23,Cloudy,Intersection,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on intersection in cloudy weather
2495,32.656874,74.074109,2022-02-28T10:18:00,2022-02-28,10:18:00,Monday,10,Rain,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,2,Moderate collision on arterial in rain weather
2496,32.570035,74.076334,2021-05-29T19:02:00,2021-05-29,19:02:00,Saturday,19,Rain,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor arterial accident during rain conditions
2497,32.544689,74.010922,2020-09-19T01:09:00,2020-09-19,01:09:00,Saturday,1,Rain,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during rain conditions
2498,32.568081,74.082275,2023-12-28T17:06:00,2023-12-28,17:06:00,Thursday,17,Rain,Arterial,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on arterial in rain weather
2499,32.538063,74.11647,2025-12-05T20:45:00,2025-12-05,20:45:00,Friday,20,Cloudy,Residential,Severe,"{'injured': 7, 'dead': 2, 'total': 9}",7,2,4,Severe accident on residential with cloudy conditions
2500,32.515776,74.114733,2020-01-10T08:35:00,2020-01-10,08:35:00,Friday,8,Heavy Rain,Residential,Fatal,"{'injured': 1, 'dead': 1, 'total': 2}",1,1,3,Fatal accident on residential during heavy rain weather
2501,32.553915,74.147931,2024-01-16T17:35:00,2024-01-16,17:35:00,Tuesday,17,Clear,Highway,Severe,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,1,Severe accident on highway with clear conditions
2502,32.677004,74.059325,2022-07-01T09:59:00,2022-07-01,09:59:00,Friday,9,Fog,Arterial,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,4,Moderate collision on arterial in fog weather
2503,32.527146,74.171595,2021-10-07T00:59:00,2021-10-07,00:59:00,Thursday,0,Rain,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during rain conditions
2504,32.674158,74.092156,2025-02-16T17:18:00,2025-02-16,17:18:00,Sunday,17,Clear,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during clear conditions
2505,32.638629,74.160199,2025-01-20T23:45:00,2025-01-20,23:45:00,Monday,23,Heavy Rain,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during heavy rain conditions
2506,32.697715,74.130225,2020-05-13T08:35:00,2020-05-13,08:35:00,Wednesday,8,Clear,Residential,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,3,Moderate collision on residential in clear weather
2507,32.510025,74.177224,2024-04-11T13:48:00,2024-04-11,13:48:00,Thursday,13,Clear,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor arterial accident during clear conditions
2508,32.512882,74.052699,2025-06-18T09:28:00,2025-06-18,09:28:00,Wednesday,9,Rain,Residential,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,3,Moderate collision on residential in rain weather
2509,32.558945,74.143267,2020-08-27T12:09:00,2020-08-27,12:09:00,Thursday,12,Rain,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during rain conditions
2510,32.589691,74.067355,2024-09-25T17:25:00,2024-09-25,17:25:00,Wednesday,17,Clear,Residential,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,2,Moderate collision on residential in clear weather
2511,32.595325,74.116604,2025-11-01T20:09:00,2025-11-01,20:09:00,Saturday,20,Heavy Rain,Highway,Fatal,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,2,Fatal accident on highway during heavy rain weather
2512,32.600073,74.119369,2022-04-17T20:56:00,2022-04-17,20:56:00,Sunday,20,Fog,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor intersection accident during fog conditions
2513,32.686563,74.002141,2024-10-18T13:50:00,2024-10-18,13:50:00,Friday,13,Cloudy,Residential,Moderate,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,4,Moderate collision on residential in cloudy weather
2514,32.549825,74.149679,2023-11-23T23:48:00,2023-11-23,23:48:00,Thursday,23,Clear,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,3,Moderate collision on arterial in clear weather
2515,32.613205,74.124694,2022-05-12T01:03:00,2022-05-12,01:03:00,Thursday,1,Clear,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor residential accident during clear conditions
2516,32.600417,74.128358,2025-06-20T16:10:00,2025-06-20,16:10:00,Friday,16,Rain,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during rain conditions
2517,32.582931,74.080991,2021-06-04T20:34:00,2021-06-04,20:34:00,Friday,20,Clear,Intersection,Moderate,"{'injured': 1, 'dead': 1, 'total': 2}",1,1,2,Moderate collision on intersection in clear weather
2518,32.558535,74.176216,2021-10-31T19:42:00,2021-10-31,19:42:00,Sunday,19,Rain,Arterial,Severe,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,4,Severe accident on arterial with rain conditions
2519,32.592514,74.155238,2022-11-26T20:42:00,2022-11-26,20:42:00,Saturday,20,Clear,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during clear conditions
2520,32.582784,74.12446,2025-07-21T19:20:00,2025-07-21,19:20:00,Monday,19,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during clear conditions
2521,32.627964,74.045478,2022-12-16T20:03:00,2022-12-16,20:03:00,Friday,20,Cloudy,Residential,Moderate,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,4,Moderate collision on residential in cloudy weather
2522,32.686227,74.035976,2021-08-30T12:21:00,2021-08-30,12:21:00,Monday,12,Clear,Highway,Severe,"{'injured': 4, 'dead': 2, 'total': 6}",4,2,1,Severe accident on highway with clear conditions
2523,32.606755,74.142522,2023-11-06T10:24:00,2023-11-06,10:24:00,Monday,10,Clear,Arterial,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,2,Moderate collision on arterial in clear weather
2524,32.604027,74.125388,2022-10-10T14:31:00,2022-10-10,14:31:00,Monday,14,Clear,Highway,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Moderate collision on highway in clear weather
2525,32.566385,74.074158,2021-06-16T07:05:00,2021-06-16,07:05:00,Wednesday,7,Clear,Arterial,Moderate,"{'injured': 5, 'dead': 1, 'total': 6}",5,1,3,Moderate collision on arterial in clear weather
2526,32.633922,74.178171,2024-08-30T17:51:00,2024-08-30,17:51:00,Friday,17,Fog,Arterial,Severe,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,1,Severe accident on arterial with fog conditions
2527,32.659588,74.186506,2025-06-08T08:18:00,2025-06-08,08:18:00,Sunday,8,Cloudy,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during cloudy conditions
2528,32.623885,74.050364,2023-12-14T03:06:00,2023-12-14,03:06:00,Thursday,3,Clear,Highway,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor highway accident during clear conditions
2529,32.652864,74.098798,2023-07-27T00:47:00,2023-07-27,00:47:00,Thursday,0,Rain,Highway,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,4,Moderate collision on highway in rain weather
2530,32.673636,74.090429,2024-05-07T12:47:00,2024-05-07,12:47:00,Tuesday,12,Fog,Residential,Fatal,"{'injured': 2, 'dead': 2, 'total': 4}",2,2,2,Fatal accident on residential during fog weather
2531,32.63702,74.052135,2021-04-07T07:24:00,2021-04-07,07:24:00,Wednesday,7,Fog,Highway,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,2,Moderate collision on highway in fog weather
2532,32.638471,74.163291,2022-03-10T20:47:00,2022-03-10,20:47:00,Thursday,20,Clear,Residential,Fatal,"{'injured': 1, 'dead': 3, 'total': 4}",1,3,3,Fatal accident on residential during clear weather
2533,32.560947,74.168124,2023-05-22T17:28:00,2023-05-22,17:28:00,Monday,17,Fog,Rural,Fatal,"{'injured': 3, 'dead': 3, 'total': 6}",3,3,1,Fatal accident on rural during fog weather
2534,32.595206,74.117484,2023-01-14T09:29:00,2023-01-14,09:29:00,Saturday,9,Clear,Intersection,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,3,Moderate collision on intersection in clear weather
2535,32.562644,74.157605,2020-10-19T19:39:00,2020-10-19,19:39:00,Monday,19,Rain,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor arterial accident during rain conditions
2536,32.536332,74.085428,2022-11-20T03:39:00,2022-11-20,03:39:00,Sunday,3,Rain,Rural,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,3,Moderate collision on rural in rain weather
2537,32.688426,74.099483,2024-08-23T08:14:00,2024-08-23,08:14:00,Friday,8,Clear,Residential,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,3,Moderate collision on residential in clear weather
2538,32.677164,74.069858,2021-09-21T19:01:00,2021-09-21,19:01:00,Tuesday,19,Clear,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during clear conditions
2539,32.614541,74.185489,2021-07-02T09:01:00,2021-07-02,09:01:00,Friday,9,Cloudy,Intersection,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Moderate collision on intersection in cloudy weather
2540,32.653721,74.043673,2020-10-19T17:20:00,2020-10-19,17:20:00,Monday,17,Fog,Highway,Severe,"{'injured': 3, 'dead': 2, 'total': 5}",3,2,3,Severe accident on highway with fog conditions
2541,32.616313,74.046518,2023-07-17T09:48:00,2023-07-17,09:48:00,Monday,9,Clear,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Moderate collision on arterial in clear weather
2542,32.644544,74.132816,2024-07-31T18:11:00,2024-07-31,18:11:00,Wednesday,18,Rain,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor intersection accident during rain conditions
2543,32.55247,74.140541,2024-11-02T03:24:00,2024-11-02,03:24:00,Saturday,3,Cloudy,Arterial,Severe,"{'injured': 7, 'dead': 2, 'total': 9}",7,2,3,Severe accident on arterial with cloudy conditions
2544,32.564872,74.076478,2021-02-01T21:12:00,2021-02-01,21:12:00,Monday,21,Fog,Residential,Severe,"{'injured': 8, 'dead': 0, 'total': 8}",8,0,2,Severe accident on residential with fog conditions
2545,32.535356,74.030368,2020-09-20T07:52:00,2020-09-20,07:52:00,Sunday,7,Cloudy,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during cloudy conditions
2546,32.578225,74.075767,2024-03-04T08:47:00,2024-03-04,08:47:00,Monday,8,Clear,Residential,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,4,Moderate collision on residential in clear weather
2547,32.520796,74.11657,2024-07-02T21:19:00,2024-07-02,21:19:00,Tuesday,21,Clear,Intersection,Fatal,"{'injured': 4, 'dead': 3, 'total': 7}",4,3,3,Fatal accident on intersection during clear weather
2548,32.561119,74.026713,2020-08-27T02:24:00,2020-08-27,02:24:00,Thursday,2,Clear,Residential,Severe,"{'injured': 8, 'dead': 2, 'total': 10}",8,2,1,Severe accident on residential with clear conditions
2549,32.600495,74.186488,2020-06-23T19:50:00,2020-06-23,19:50:00,Tuesday,19,Fog,Highway,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,4,Moderate collision on highway in fog weather
2550,32.565458,74.14735,2022-09-28T17:53:00,2022-09-28,17:53:00,Wednesday,17,Clear,Intersection,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,3,Moderate collision on intersection in clear weather
2551,32.619159,74.144844,2024-06-23T17:47:00,2024-06-23,17:47:00,Sunday,17,Snow,Residential,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Moderate collision on residential in snow weather
2552,32.661733,74.035809,2021-04-02T18:39:00,2021-04-02,18:39:00,Friday,18,Snow,Highway,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,3,Moderate collision on highway in snow weather
2553,32.550638,74.155917,2020-09-18T22:02:00,2020-09-18,22:02:00,Friday,22,Rain,Residential,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor residential accident during rain conditions
2554,32.61367,74.172374,2025-06-12T20:32:00,2025-06-12,20:32:00,Thursday,20,Rain,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor intersection accident during rain conditions
2555,32.530685,74.15207,2025-04-13T19:55:00,2025-04-13,19:55:00,Sunday,19,Rain,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor arterial accident during rain conditions
2556,32.602737,74.039832,2025-11-27T18:06:00,2025-11-27,18:06:00,Thursday,18,Cloudy,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor arterial accident during cloudy conditions
2557,32.504187,74.137638,2020-08-21T03:14:00,2020-08-21,03:14:00,Friday,3,Fog,Highway,Severe,"{'injured': 3, 'dead': 2, 'total': 5}",3,2,1,Severe accident on highway with fog conditions
2558,32.539342,74.032259,2020-09-12T20:00:00,2020-09-12,20:00:00,Saturday,20,Clear,Arterial,Fatal,"{'injured': 2, 'dead': 2, 'total': 4}",2,2,4,Fatal accident on arterial during clear weather
2559,32.552636,74.146533,2022-02-11T22:55:00,2022-02-11,22:55:00,Friday,22,Clear,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Moderate collision on arterial in clear weather
2560,32.637822,74.184981,2020-01-08T13:59:00,2020-01-08,13:59:00,Wednesday,13,Clear,Highway,Moderate,"{'injured': 5, 'dead': 1, 'total': 6}",5,1,1,Moderate collision on highway in clear weather
2561,32.639501,74.032803,2020-09-01T16:28:00,2020-09-01,16:28:00,Tuesday,16,Clear,Highway,Fatal,"{'injured': 3, 'dead': 4, 'total': 7}",3,4,2,Fatal accident on highway during clear weather
2562,32.698589,74.041362,2022-07-19T07:11:00,2022-07-19,07:11:00,Tuesday,7,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during clear conditions
2563,32.581502,74.149397,2022-04-14T13:13:00,2022-04-14,13:13:00,Thursday,13,Cloudy,Residential,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,1,Moderate collision on residential in cloudy weather
2564,32.520951,74.086811,2024-07-06T03:11:00,2024-07-06,03:11:00,Saturday,3,Rain,Intersection,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor intersection accident during rain conditions
2565,32.599023,74.114512,2020-01-04T08:04:00,2020-01-04,08:04:00,Saturday,8,Clear,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor intersection accident during clear conditions
2566,32.60162,74.194163,2021-02-10T05:43:00,2021-02-10,05:43:00,Wednesday,5,Rain,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor residential accident during rain conditions
2567,32.671228,74.105671,2025-03-03T20:47:00,2025-03-03,20:47:00,Monday,20,Clear,Intersection,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,1,Moderate collision on intersection in clear weather
2568,32.577129,74.130129,2024-07-21T14:57:00,2024-07-21,14:57:00,Sunday,14,Clear,Residential,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,3,Moderate collision on residential in clear weather
2569,32.686866,74.104529,2021-11-15T04:00:00,2021-11-15,04:00:00,Monday,4,Cloudy,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during cloudy conditions
2570,32.604342,74.118892,2022-10-10T19:49:00,2022-10-10,19:49:00,Monday,19,Clear,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor residential accident during clear conditions
2571,32.522134,74.193987,2025-03-01T20:58:00,2025-03-01,20:58:00,Saturday,20,Cloudy,Intersection,Fatal,"{'injured': 3, 'dead': 2, 'total': 5}",3,2,3,Fatal accident on intersection during cloudy weather
2572,32.646885,74.003327,2023-12-04T00:42:00,2023-12-04,00:42:00,Monday,0,Clear,Arterial,Severe,"{'injured': 7, 'dead': 2, 'total': 9}",7,2,2,Severe accident on arterial with clear conditions
2573,32.690668,74.079851,2024-05-19T17:24:00,2024-05-19,17:24:00,Sunday,17,Rain,Intersection,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor intersection accident during rain conditions
2574,32.527673,74.089643,2023-12-20T14:36:00,2023-12-20,14:36:00,Wednesday,14,Clear,Arterial,Fatal,"{'injured': 2, 'dead': 2, 'total': 4}",2,2,3,Fatal accident on arterial during clear weather
2575,32.634232,74.125655,2023-08-28T07:14:00,2023-08-28,07:14:00,Monday,7,Rain,Intersection,Severe,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,3,Severe accident on intersection with rain conditions
2576,32.552548,74.142854,2021-07-13T19:37:00,2021-07-13,19:37:00,Tuesday,19,Fog,Arterial,Severe,"{'injured': 6, 'dead': 1, 'total': 7}",6,1,4,Severe accident on arterial with fog conditions
2577,32.614819,74.079271,2023-06-01T00:04:00,2023-06-01,00:04:00,Thursday,0,Cloudy,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during cloudy conditions
2578,32.599606,74.11183,2025-02-16T16:19:00,2025-02-16,16:19:00,Sunday,16,Clear,Intersection,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,3,Moderate collision on intersection in clear weather
2579,32.611055,74.12604,2024-07-19T12:17:00,2024-07-19,12:17:00,Friday,12,Cloudy,Arterial,Severe,"{'injured': 8, 'dead': 1, 'total': 9}",8,1,1,Severe accident on arterial with cloudy conditions
2580,32.68038,74.102598,2024-08-10T09:29:00,2024-08-10,09:29:00,Saturday,9,Clear,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Moderate collision on arterial in clear weather
2581,32.606741,74.053044,2024-04-08T22:18:00,2024-04-08,22:18:00,Monday,22,Rain,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor residential accident during rain conditions
2582,32.661241,74.175168,2021-11-13T09:42:00,2021-11-13,09:42:00,Saturday,9,Cloudy,Highway,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,1,Moderate collision on highway in cloudy weather
2583,32.692236,74.007817,2020-05-08T07:10:00,2020-05-08,07:10:00,Friday,7,Cloudy,Rural,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,1,Moderate collision on rural in cloudy weather
2584,32.554112,74.166713,2020-03-15T02:53:00,2020-03-15,02:53:00,Sunday,2,Clear,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor residential accident during clear conditions
2585,32.607925,74.111109,2022-06-26T09:00:00,2022-06-26,09:00:00,Sunday,9,Clear,Arterial,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,3,Moderate collision on arterial in clear weather
2586,32.594745,74.166682,2022-08-28T08:39:00,2022-08-28,08:39:00,Sunday,8,Clear,Highway,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,4,Moderate collision on highway in clear weather
2587,32.685766,74.108304,2022-08-26T08:00:00,2022-08-26,08:00:00,Friday,8,Clear,Intersection,Moderate,"{'injured': 1, 'dead': 1, 'total': 2}",1,1,1,Moderate collision on intersection in clear weather
2588,32.635765,74.020365,2023-11-13T09:46:00,2023-11-13,09:46:00,Monday,9,Clear,Rural,Severe,"{'injured': 8, 'dead': 2, 'total': 10}",8,2,3,Severe accident on rural with clear conditions
2589,32.577481,74.019418,2022-04-12T18:01:00,2022-04-12,18:01:00,Tuesday,18,Heavy Rain,Arterial,Fatal,"{'injured': 2, 'dead': 2, 'total': 4}",2,2,4,Fatal accident on arterial during heavy rain weather
2590,32.510357,74.152234,2023-04-20T14:27:00,2023-04-20,14:27:00,Thursday,14,Clear,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor residential accident during clear conditions
2591,32.582889,74.128548,2021-04-29T19:33:00,2021-04-29,19:33:00,Thursday,19,Cloudy,Arterial,Fatal,"{'injured': 0, 'dead': 1, 'total': 1}",0,1,1,Fatal accident on arterial during cloudy weather
2592,32.637586,74.009521,2022-04-15T18:27:00,2022-04-15,18:27:00,Friday,18,Clear,Arterial,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on arterial in clear weather
2593,32.578679,74.054852,2022-10-29T23:08:00,2022-10-29,23:08:00,Saturday,23,Fog,Intersection,Severe,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,4,Severe accident on intersection with fog conditions
2594,32.507724,74.028353,2024-03-12T09:10:00,2024-03-12,09:10:00,Tuesday,9,Clear,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during clear conditions
2595,32.619471,74.174449,2023-08-18T17:58:00,2023-08-18,17:58:00,Friday,17,Clear,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor arterial accident during clear conditions
2596,32.597498,74.110158,2024-10-08T00:49:00,2024-10-08,00:49:00,Tuesday,0,Clear,Residential,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,3,Moderate collision on residential in clear weather
