id,latitude,longitude,datetime,date,time,day_of_week,hour,weather,road_type,severity,casualties,injuries,fatalities,vehicles_involved,description
2400,32.5762176,74.0763878,2020-12-29T09:17:00,12/29/2020,9:17:00,Tuesday,9,Rain,Residential,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,1,Moderate collision on residential in rain weather
2401,32.5119798,74.0329499,2024-09-22T17:23:00,9/22/2024,17:23:00,Sunday,17,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during clear conditions
2402,32.5730725,74.1005044,2020-02-23T14:08:00,2/23/2020,14:08:00,Sunday,14,Rain,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Moderate collision on arterial in rain weather
2403,32.5081839,74.0910203,2021-06-18T18:45:00,6/18/2021,18:45:00,Friday,18,Clear,Highway,Severe,"{'injured': 7, 'dead': 0, 'total': 7}",7,0,2,Severe accident on highway with clear conditions
2404,32.629583,74.079007,2024-03-07T22:45:00,3/7/2024,22:45:00,Thursday,22,Clear,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor arterial accident during clear conditions
2405,32.512573,74.0098577,2022-11-04T00:25:00,11/4/2022,0:25:00,Friday,0,Clear,Residential,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor residential accident during clear conditions
2406,32.6377717,74.1958929,2025-02-14T08:29:00,2/14/2025,8:29:00,Friday,8,Fog,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor intersection accident during fog conditions
2407,32.5655796,74.1344339,2020-04-03T14:41:00,4/3/2020,14:41:00,Friday,14,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during clear conditions
2408,32.5840384,74.090441,2025-04-07T07:19:00,4/7/2025,7:19:00,Monday,7,Rain,Intersection,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Moderate collision on intersection in rain weather
2409,32.5730725,74.1005044,2021-05-03T14:50:00,5/3/2021,14:50:00,Monday,14,Heavy Rain,Intersection,Severe,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,1,Severe accident on intersection with heavy rain conditions
2410,32.537199,74.0921327,2022-04-11T13:07:00,4/11/2022,13:07:00,Monday,13,Clear,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor residential accident during clear conditions
2411,32.5693796,74.073685,2024-09-06T10:53:00,9/6/2024,10:53:00,Friday,10,Clear,Highway,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,4,Moderate collision on highway in clear weather
2412,32.5626069,74.0517515,2021-09-18T18:05:00,9/18/2021,18:05:00,Saturday,18,Clear,Intersection,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,3,Moderate collision on intersection in clear weather
2413,32.5722887,74.042125,2022-11-09T05:19:00,11/9/2022,5:19:00,Wednesday,5,Rain,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Moderate collision on arterial in rain weather
2414,32.5730725,74.1005044,2022-07-09T06:36:00,7/9/2022,6:36:00,Saturday,6,Clear,Residential,Moderate,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,2,Moderate collision on residential in clear weather
2415,32.6103331,74.1480803,2021-06-14T05:54:00,6/14/2021,5:54:00,Monday,5,Clear,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor intersection accident during clear conditions
2416,32.5720983,74.0844027,2021-08-24T08:16:00,8/24/2021,8:16:00,Tuesday,8,Cloudy,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor residential accident during cloudy conditions
2417,32.5879052,74.0839843,2023-08-06T14:17:00,8/6/2023,14:17:00,Sunday,14,Rain,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor intersection accident during rain conditions
2418,32.5920665,74.0806389,2025-12-26T11:47:00,12/26/2025,11:47:00,Friday,11,Clear,Intersection,Moderate,"{'injured': 5, 'dead': 1, 'total': 6}",5,1,4,Moderate collision on intersection in clear weather
2419,32.5692481,74.0934219,2021-08-27T17:40:00,8/27/2021,17:40:00,Friday,17,Clear,Residential,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,4,Moderate collision on residential in clear weather
2420,32.5626567,74.0539697,2022-12-15T21:14:00,12/15/2022,21:14:00,Thursday,21,Cloudy,Arterial,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,2,Moderate collision on arterial in cloudy weather
2421,32.579493,74.089726,2024-02-06T19:42:00,2/6/2024,19:42:00,Tuesday,19,Rain,Highway,Fatal,"{'injured': 1, 'dead': 1, 'total': 2}",1,1,2,Fatal accident on highway during rain weather
2422,32.5597157,74.046776,2020-11-13T03:05:00,11/13/2020,3:05:00,Friday,3,Clear,Intersection,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,3,Moderate collision on intersection in clear weather
2423,32.5730725,74.1005044,2022-12-29T00:23:00,12/29/2022,0:23:00,Thursday,0,Fog,Intersection,Severe,"{'injured': 7, 'dead': 1, 'total': 8}",7,1,4,Severe accident on intersection with fog conditions
2424,32.558159,74.0575935,2023-09-17T07:50:00,9/17/2023,7:50:00,Sunday,7,Rain,Rural,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on rural in rain weather
2425,32.5730725,74.1005044,2022-03-27T07:23:00,3/27/2022,7:23:00,Sunday,7,Fog,Highway,Severe,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,4,Severe accident on highway with fog conditions
2426,32.5588588,74.0433025,2025-08-21T18:24:00,8/21/2025,18:24:00,Thursday,18,Rain,Arterial,Moderate,"{'injured': 3, 'dead': 1, 'total': 4}",3,1,2,Moderate collision on arterial in rain weather
2427,32.4950197,74.0796864,2023-11-06T01:18:00,11/6/2023,1:18:00,Monday,1,Clear,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor intersection accident during clear conditions
2428,32.5610303,74.10858,2023-06-08T01:32:00,6/8/2023,1:32:00,Thursday,1,Clear,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during clear conditions
2429,32.5723863,74.0683129,2024-02-29T17:36:00,2/29/2024,17:36:00,Thursday,17,Rain,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during rain conditions
2430,32.57062,74.0809309,2020-02-25T03:29:00,2/25/2020,3:29:00,Tuesday,3,Fog,Arterial,Fatal,"{'injured': 0, 'dead': 3, 'total': 3}",0,3,2,Fatal accident on arterial during fog weather
2431,32.553402,74.0886887,2024-04-25T14:07:00,4/25/2024,14:07:00,Thursday,14,Rain,Residential,Severe,"{'injured': 4, 'dead': 2, 'total': 6}",4,2,2,Severe accident on residential with rain conditions
2432,32.5852143,74.0429552,2022-10-12T10:50:00,10/12/2022,10:50:00,Wednesday,10,Cloudy,Highway,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on highway in cloudy weather
2433,32.604262,74.1378607,2022-05-24T05:45:00,5/24/2022,5:45:00,Tuesday,5,Rain,Intersection,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,1,Moderate collision on intersection in rain weather
2434,32.549,74.089671,2020-05-02T18:34:00,5/2/2020,18:34:00,Saturday,18,Rain,Arterial,Fatal,"{'injured': 4, 'dead': 3, 'total': 7}",4,3,2,Fatal accident on arterial during rain weather
2435,32.5751763,74.0664232,2021-08-04T04:59:00,8/4/2021,4:59:00,Wednesday,4,Cloudy,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor intersection accident during cloudy conditions
2436,32.50873,74.0072379,2023-07-27T22:10:00,7/27/2023,22:10:00,Thursday,22,Rain,Arterial,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,3,Moderate collision on arterial in rain weather
2437,32.6294115,74.1822162,2022-12-29T09:54:00,12/29/2022,9:54:00,Thursday,9,Clear,Intersection,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Moderate collision on intersection in clear weather
2438,32.5730725,74.1005044,2020-04-13T18:44:00,4/13/2020,18:44:00,Monday,18,Clear,Intersection,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,4,Moderate collision on intersection in clear weather
2439,32.5681476,74.0719822,2025-03-10T13:28:00,3/10/2025,13:28:00,Monday,13,Rain,Residential,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,1,Moderate collision on residential in rain weather
2440,32.6501118,74.079212,2021-04-01T10:17:00,4/1/2021,10:17:00,Thursday,10,Cloudy,Rural,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor rural accident during cloudy conditions
2441,32.6480365,74.2120629,2021-09-16T04:52:00,9/16/2021,4:52:00,Thursday,4,Clear,Highway,Severe,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,1,Severe accident on highway with clear conditions
2442,32.5913519,74.0608558,2020-05-28T18:01:00,5/28/2020,18:01:00,Thursday,18,Cloudy,Rural,Severe,"{'injured': 7, 'dead': 0, 'total': 7}",7,0,1,Severe accident on rural with cloudy conditions
2443,32.5588588,74.0433025,2023-06-20T08:11:00,6/20/2023,8:11:00,Tuesday,8,Fog,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor arterial accident during fog conditions
2444,32.5832432,74.0469324,2022-07-17T20:36:00,7/17/2022,20:36:00,Sunday,20,Clear,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,1,Moderate collision on arterial in clear weather
2445,32.5587491,74.0429687,2025-07-17T17:10:00,7/17/2025,17:10:00,Thursday,17,Heavy Rain,Intersection,Severe,"{'injured': 7, 'dead': 0, 'total': 7}",7,0,4,Severe accident on intersection with heavy rain conditions
2446,32.6319614,74.0369892,2021-12-21T21:58:00,12/21/2021,21:58:00,Tuesday,21,Cloudy,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,3,Moderate collision on arterial in cloudy weather
2447,32.5871919,74.0600867,2021-06-07T06:46:00,6/7/2021,6:46:00,Monday,6,Clear,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor residential accident during clear conditions
2448,32.5994513,74.1464925,2022-08-19T18:09:00,8/19/2022,18:09:00,Friday,18,Heavy Rain,Residential,Moderate,"{'injured': 5, 'dead': 1, 'total': 6}",5,1,2,Moderate collision on residential in heavy rain weather
2449,32.7337511,74.2286901,2020-01-06T09:18:00,1/6/2020,9:18:00,Monday,9,Clear,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor intersection accident during clear conditions
2450,32.5889072,74.0808293,2022-07-12T07:08:00,7/12/2022,7:08:00,Tuesday,7,Fog,Highway,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,1,Moderate collision on highway in fog weather
2451,32.6156425,74.0791814,2025-02-23T08:02:00,2/23/2025,8:02:00,Sunday,8,Clear,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor intersection accident during clear conditions
2452,32.6407156,74.1666998,2022-03-29T18:24:00,3/29/2022,18:24:00,Tuesday,18,Rain,Residential,Severe,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,2,Severe accident on residential with rain conditions
2453,32.5730725,74.1005044,2022-01-19T22:45:00,1/19/2022,22:45:00,Wednesday,22,Clear,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,3,Moderate collision on arterial in clear weather
2454,32.5730725,74.1005044,2025-12-27T08:55:00,12/27/2025,8:55:00,Saturday,8,Clear,Highway,Moderate,"{'injured': 3, 'dead': 1, 'total': 4}",3,1,2,Moderate collision on highway in clear weather
2455,32.5913002,74.0259728,2022-06-06T07:44:00,6/6/2022,7:44:00,Monday,7,Snow,Residential,Fatal,"{'injured': 5, 'dead': 1, 'total': 6}",5,1,3,Fatal accident on residential during snow weather
2456,32.5932314,74.0440804,2022-11-05T04:09:00,11/5/2022,4:09:00,Saturday,4,Fog,Intersection,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,3,Moderate collision on intersection in fog weather
2457,32.5715127,74.0844054,2024-07-16T01:03:00,7/16/2024,1:03:00,Tuesday,1,Clear,Highway,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor highway accident during clear conditions
2458,32.5600154,74.0464543,2024-03-02T16:41:00,3/2/2024,16:41:00,Saturday,16,Cloudy,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor intersection accident during cloudy conditions
2459,32.5654829,74.0753995,2022-09-29T00:04:00,9/29/2022,0:04:00,Thursday,0,Clear,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor arterial accident during clear conditions
2460,32.5925382,74.0468811,2023-02-03T20:06:00,2/3/2023,20:06:00,Friday,20,Clear,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,3,Moderate collision on arterial in clear weather
2461,32.5516352,74.0706787,2021-05-14T21:41:00,5/14/2021,21:41:00,Friday,21,Clear,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during clear conditions
2462,32.6257902,74.0557156,2024-04-27T11:11:00,4/27/2024,11:11:00,Saturday,11,Clear,Residential,Severe,"{'injured': 7, 'dead': 1, 'total': 8}",7,1,2,Severe accident on residential with clear conditions
2463,32.5730725,74.1005044,2025-04-23T17:42:00,4/23/2025,17:42:00,Wednesday,17,Rain,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during rain conditions
2464,32.5628494,74.0537739,2024-01-20T23:20:00,1/20/2024,23:20:00,Saturday,23,Cloudy,Intersection,Severe,"{'injured': 7, 'dead': 0, 'total': 7}",7,0,3,Severe accident on intersection with cloudy conditions
2465,32.6514165,74.1687686,2020-12-20T04:27:00,12/20/2020,4:27:00,Sunday,4,Clear,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor arterial accident during clear conditions
2466,32.5632439,74.0406361,2023-09-13T04:27:00,9/13/2023,4:27:00,Wednesday,4,Clear,Intersection,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,4,Moderate collision on intersection in clear weather
2467,32.5783962,74.061659,2025-07-27T18:22:00,7/27/2025,18:22:00,Sunday,18,Cloudy,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during cloudy conditions
2468,32.6439144,74.0469034,2022-11-04T17:10:00,11/4/2022,17:10:00,Friday,17,Clear,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor arterial accident during clear conditions
2469,32.6407156,74.1666998,2021-01-28T08:08:00,1/28/2021,8:08:00,Thursday,8,Rain,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during rain conditions
2470,32.6377717,74.1958929,2024-10-27T18:57:00,10/27/2024,18:57:00,Sunday,18,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during clear conditions
2471,32.5730725,74.1005044,2024-07-20T09:02:00,7/20/2024,9:02:00,Saturday,9,Fog,Residential,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,2,Moderate collision on residential in fog weather
2472,32.5683295,74.0722753,2020-11-23T07:51:00,11/23/2020,7:51:00,Monday,7,Rain,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,1,Moderate collision on arterial in rain weather
2473,32.5584195,74.084546,2025-02-28T15:21:00,2/28/2025,15:21:00,Friday,15,Clear,Residential,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,4,Moderate collision on residential in clear weather
2474,32.5828036,74.0800539,2023-12-14T04:15:00,12/14/2023,4:15:00,Thursday,4,Fog,Residential,Severe,"{'injured': 7, 'dead': 2, 'total': 9}",7,2,3,Severe accident on residential with fog conditions
2475,32.5808474,74.0942488,2022-04-11T19:07:00,4/11/2022,19:07:00,Monday,19,Cloudy,Intersection,Moderate,"{'injured': 3, 'dead': 1, 'total': 4}",3,1,3,Moderate collision on intersection in cloudy weather
2476,32.558159,74.0575935,2022-01-14T12:14:00,1/14/2022,12:14:00,Friday,12,Clear,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor residential accident during clear conditions
2477,32.5758077,74.0654576,2023-11-30T04:31:00,11/30/2023,4:31:00,Thursday,4,Rain,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,3,Moderate collision on arterial in rain weather
2478,32.5476448,74.079672,2025-05-19T22:00:00,5/19/2025,22:00:00,Monday,22,Rain,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor arterial accident during rain conditions
2479,32.6301772,74.1837645,2024-06-08T18:19:00,6/8/2024,18:19:00,Saturday,18,Clear,Residential,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor residential accident during clear conditions
2480,32.5932314,74.0440804,2025-01-08T21:37:00,1/8/2025,21:37:00,Wednesday,21,Clear,Intersection,Severe,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,4,Severe accident on intersection with clear conditions
2481,32.5843073,74.0764902,2023-11-24T05:27:00,11/24/2023,5:27:00,Friday,5,Fog,Highway,Severe,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,2,Severe accident on highway with fog conditions
2482,32.5730725,74.1005044,2025-04-10T09:12:00,4/10/2025,9:12:00,Thursday,9,Clear,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor residential accident during clear conditions
2483,32.5695914,74.0712023,2025-03-17T13:28:00,3/17/2025,13:28:00,Monday,13,Cloudy,Residential,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor residential accident during cloudy conditions
2484,32.57062,74.0809309,2022-04-23T19:03:00,4/23/2022,19:03:00,Saturday,19,Fog,Residential,Fatal,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,2,Fatal accident on residential during fog weather
2485,32.5189223,74.050048,2025-12-06T13:10:00,12/6/2025,13:10:00,Saturday,13,Clear,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,3,Moderate collision on arterial in clear weather
2486,32.5746128,74.0723264,2023-04-02T16:58:00,4/2/2023,16:58:00,Sunday,16,Clear,Residential,Fatal,"{'injured': 2, 'dead': 4, 'total': 6}",2,4,3,Fatal accident on residential during clear weather
2487,32.5942042,74.1441817,2023-02-27T18:26:00,2/27/2023,18:26:00,Monday,18,Cloudy,Highway,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on highway in cloudy weather
2488,32.5712094,74.0781113,2022-06-25T01:19:00,6/25/2022,1:19:00,Saturday,1,Fog,Residential,Fatal,"{'injured': 0, 'dead': 4, 'total': 4}",0,4,2,Fatal accident on residential during fog weather
2489,32.7582344,74.2670347,2022-09-20T18:53:00,9/20/2022,18:53:00,Tuesday,18,Clear,Intersection,Fatal,"{'injured': 3, 'dead': 3, 'total': 6}",3,3,2,Fatal accident on intersection during clear weather
2490,32.5791044,74.0916897,2023-01-09T20:56:00,1/9/2023,20:56:00,Monday,20,Rain,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor intersection accident during rain conditions
2491,32.56632,74.0703689,2021-08-21T08:14:00,8/21/2021,8:14:00,Saturday,8,Rain,Intersection,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor intersection accident during rain conditions
2492,32.583662,74.1078459,2022-06-14T05:36:00,6/14/2022,5:36:00,Tuesday,5,Clear,Intersection,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,3,Moderate collision on intersection in clear weather
2493,32.5934719,74.0480049,2021-02-12T17:15:00,2/12/2021,17:15:00,Friday,17,Clear,Intersection,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor intersection accident during clear conditions
2494,32.7244009,74.1584938,2020-09-07T23:44:00,9/7/2020,23:44:00,Monday,23,Cloudy,Intersection,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on intersection in cloudy weather
2495,32.4793759,74.0917788,2022-02-28T10:18:00,2/28/2022,10:18:00,Monday,10,Rain,Arterial,Moderate,"{'injured': 4, 'dead': 0, 'total': 4}",4,0,2,Moderate collision on arterial in rain weather
2496,32.5655706,74.0763767,2021-05-29T19:02:00,5/29/2021,19:02:00,Saturday,19,Rain,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,2,Minor arterial accident during rain conditions
2497,32.5730725,74.1005044,2020-09-19T01:09:00,9/19/2020,1:09:00,Saturday,1,Rain,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor highway accident during rain conditions
2498,32.5626576,74.1372087,2023-12-28T17:06:00,12/28/2023,17:06:00,Thursday,17,Rain,Arterial,Moderate,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,3,Moderate collision on arterial in rain weather
2499,32.5774479,74.0631351,2025-12-05T20:45:00,12/5/2025,20:45:00,Friday,20,Cloudy,Residential,Severe,"{'injured': 7, 'dead': 2, 'total': 9}",7,2,4,Severe accident on residential with cloudy conditions
2500,32.6245827,74.1730541,2020-01-10T08:35:00,1/10/2020,8:35:00,Friday,8,Heavy Rain,Residential,Fatal,"{'injured': 1, 'dead': 1, 'total': 2}",1,1,3,Fatal accident on residential during heavy rain weather
2501,32.5730725,74.1005044,2024-01-16T17:35:00,1/16/2024,17:35:00,Tuesday,17,Clear,Highway,Severe,"{'injured': 3, 'dead': 0, 'total': 3}",3,0,1,Severe accident on highway with clear conditions
2502,32.5932314,74.0440804,2022-07-01T09:59:00,7/1/2022,9:59:00,Friday,9,Fog,Arterial,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,4,Moderate collision on arterial in fog weather
2503,32.5094741,74.0902624,2021-10-07T00:59:00,10/7/2021,0:59:00,Thursday,0,Rain,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during rain conditions
2504,32.5640348,74.0575465,2025-02-16T17:18:00,2/16/2025,17:18:00,Sunday,17,Clear,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during clear conditions
2505,32.558159,74.0575935,2025-01-20T23:45:00,1/20/2025,23:45:00,Monday,23,Heavy Rain,Arterial,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor arterial accident during heavy rain conditions
2506,32.5588588,74.0433025,2020-05-13T08:35:00,5/13/2020,8:35:00,Wednesday,8,Clear,Residential,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,3,Moderate collision on residential in clear weather
2507,32.5853175,74.0818244,2024-04-11T13:48:00,4/11/2024,13:48:00,Thursday,13,Clear,Arterial,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor arterial accident during clear conditions
2508,32.6480365,74.2120629,2025-06-18T09:28:00,6/18/2025,9:28:00,Wednesday,9,Rain,Residential,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,3,Moderate collision on residential in rain weather
2509,32.6066096,74.0772164,2020-08-27T12:09:00,8/27/2020,12:09:00,Thursday,12,Rain,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor highway accident during rain conditions
2510,32.6621112,74.0175265,2024-09-25T17:25:00,9/25/2024,17:25:00,Wednesday,17,Clear,Residential,Moderate,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,2,Moderate collision on residential in clear weather
2511,32.5927722,74.1157376,2025-11-01T20:09:00,11/1/2025,20:09:00,Saturday,20,Heavy Rain,Highway,Fatal,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,2,Fatal accident on highway during heavy rain weather
2512,32.6347926,74.1888477,2022-04-17T20:56:00,4/17/2022,20:56:00,Sunday,20,Fog,Intersection,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor intersection accident during fog conditions
2513,32.5640747,74.0774111,2024-10-18T13:50:00,10/18/2024,13:50:00,Friday,13,Cloudy,Residential,Moderate,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,4,Moderate collision on residential in cloudy weather
2514,32.5640348,74.0575465,2023-11-23T23:48:00,11/23/2023,23:48:00,Thursday,23,Clear,Arterial,Moderate,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,3,Moderate collision on arterial in clear weather
2515,32.5730725,74.1005044,2022-05-12T01:03:00,5/12/2022,1:03:00,Thursday,1,Clear,Residential,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,2,Minor residential accident during clear conditions
2516,32.5588588,74.0433025,2025-06-20T16:10:00,6/20/2025,16:10:00,Friday,16,Rain,Arterial,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,1,Minor arterial accident during rain conditions
2517,32.6208209,74.2239854,2021-06-04T20:34:00,6/4/2021,20:34:00,Friday,20,Clear,Intersection,Moderate,"{'injured': 1, 'dead': 1, 'total': 2}",1,1,2,Moderate collision on intersection in clear weather
2518,32.5189223,74.050048,2021-10-31T19:42:00,10/31/2021,19:42:00,Sunday,19,Rain,Arterial,Severe,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,4,Severe accident on arterial with rain conditions
2519,32.5730725,74.1005044,2022-11-26T20:42:00,11/26/2022,20:42:00,Saturday,20,Clear,Highway,Minor,"{'injured': 0, 'dead': 0, 'total': 0}",0,0,2,Minor highway accident during clear conditions
2520,32.5832432,74.0469324,2025-07-21T19:20:00,7/21/2025,19:20:00,Monday,19,Clear,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during clear conditions
2521,32.5632439,74.0406361,2022-12-16T20:03:00,12/16/2022,20:03:00,Friday,20,Cloudy,Residential,Moderate,"{'injured': 4, 'dead': 1, 'total': 5}",4,1,4,Moderate collision on residential in cloudy weather
2522,32.5110521,74.0418163,2021-08-30T12:21:00,8/30/2021,12:21:00,Monday,12,Clear,Highway,Severe,"{'injured': 4, 'dead': 2, 'total': 6}",4,2,1,Severe accident on highway with clear conditions
2523,32.5862974,74.0567177,2023-11-06T10:24:00,11/6/2023,10:24:00,Monday,10,Clear,Arterial,Moderate,"{'injured': 5, 'dead': 0, 'total': 5}",5,0,2,Moderate collision on arterial in clear weather
2524,32.5843296,74.0799613,2022-10-10T14:31:00,10/10/2022,14:31:00,Monday,14,Clear,Highway,Moderate,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Moderate collision on highway in clear weather
2525,32.583994,74.1257065,2021-06-16T07:05:00,6/16/2021,7:05:00,Wednesday,7,Clear,Arterial,Moderate,"{'injured': 5, 'dead': 1, 'total': 6}",5,1,3,Moderate collision on arterial in clear weather
2526,32.5463666,74.0683506,2024-08-30T17:51:00,8/30/2024,17:51:00,Friday,17,Fog,Arterial,Severe,"{'injured': 2, 'dead': 1, 'total': 3}",2,1,1,Severe accident on arterial with fog conditions
2527,32.618091,74.078387,2025-06-08T08:18:00,6/8/2025,8:18:00,Sunday,8,Cloudy,Highway,Minor,"{'injured': 2, 'dead': 0, 'total': 2}",2,0,1,Minor highway accident during cloudy conditions
2528,32.5730725,74.1005044,2023-12-14T03:06:00,12/14/2023,3:06:00,Thursday,3,Clear,Highway,Minor,"{'injured': 1, 'dead': 0, 'total': 1}",1,0,1,Minor highway accident during clear conditions
